
   DEPT[M]  ROLL_(ATV)  TILT_(ATV)  AZIMUTH_(A
     53.3069     249.400     39.9000     353.900
     53.3169     249.325     39.8500     353.900
     53.3269     249.250     39.8000     353.900
     53.3369     249.175     39.7500     353.900
     53.3469     249.100     39.7000     353.900
     53.3569     248.600     39.6667     353.800
     53.3669     248.100     39.6333     353.700
     53.3769     247.600     39.6000     353.600
     53.3869     247.167     39.6333     353.667
     53.3969     246.733     39.6667     353.733
     53.4069     246.300     39.7000     353.800
     53.4169     246.100     39.6333     353.733
     53.4269     245.900     39.5667     353.667
     53.4369     245.700     39.5000     353.600
     53.4469     245.800     39.5250     353.625
     53.4569     245.900     39.5500     353.650
     53.4669     246.000     39.5750     353.675
     53.4769     246.100     39.6000     353.700
     53.4869     246.167     39.6333     353.733
     53.4969     246.233     39.6667     353.767
     53.5069     246.300     39.7000     353.800
     53.5169     246.300     39.6667     353.733
     53.5269     246.300     39.6333     353.667
     53.5369     246.300     39.6000     353.600
     53.5469     246.333     39.6000     353.633
     53.5569     246.367     39.6000     353.667
     53.5669     246.400     39.6000     353.700
     53.5769     246.467     39.6000     353.667
     53.5869     246.533     39.6000     353.633
     53.5969     246.600     39.6000     353.600
     53.6069     246.700     39.5750     353.600
     53.6169     246.800     39.5500     353.600
     53.6269     246.900     39.5250     353.600
     53.6369     247.000     39.5000     353.600
     53.6469     247.167     39.4667     353.633
     53.6569     247.333     39.4333     353.667
     53.6669     247.500     39.4000     353.700
     53.6769     247.600     39.4333     353.733
     53.6869     247.700     39.4667     353.767
     53.6969     247.800     39.5000     353.800
     53.7069     247.933     39.4667     353.733
     53.7169     248.067     39.4333     353.667
     53.7269     248.200     39.4000     353.600
     53.7369     248.400     39.3667     353.500
     53.7469     248.600     39.3333     353.400
     53.7569     248.800     39.3000     353.300
     53.7669     249.133     39.3333     353.433
     53.7769     249.467     39.3667     353.567
     53.7869     249.800     39.4000     353.700
     53.7969     249.900     39.3667     353.633
     53.8069     250.000     39.3333     353.567
     53.8169     250.100     39.3000     353.500
     53.8269     250.100     39.3000     353.500
     53.8369    -99999.0    -99999.0    -99999.0
     53.8469    -99999.0    -99999.0    -99999.0
     53.8569     249.700     39.4000     353.200
     53.8669     249.500     39.4667     353.267
     53.8769     249.300     39.5333     353.333
     53.8869     249.100     39.6000     353.400
     53.8969     249.367     39.4667     353.400
     53.9069     249.633     39.3333     353.400
     53.9169     249.900     39.2000     353.400
     53.9269     250.425     39.2500     353.475
     53.9369     250.950     39.3000     353.550
     53.9469     251.475     39.3500     353.625
     53.9569     252.000     39.4000     353.700
     53.9669     252.067     39.4333     353.567
     53.9769     252.133     39.4667     353.433
     53.9869     252.200     39.5000     353.300
     53.9969     252.200     39.4333     353.400
     54.0069     252.200     39.3667     353.500
     54.0169     252.200     39.3000     353.600
     54.0269     252.433     39.3333     353.533
     54.0369     252.667     39.3667     353.467
     54.0469     252.900     39.4000     353.400
     54.0569     253.200     39.4000     353.467
     54.0669     253.500     39.4000     353.533
     54.0769     253.800     39.4000     353.600
     54.0869     253.825     39.3250     353.650
     54.0969     253.850     39.2500     353.700
     54.1069     253.875     39.1750     353.750
     54.1169     253.900     39.1000     353.800
     54.1269     254.100     39.1000     353.933
     54.1369     254.300     39.1000     354.067
     54.1469     254.500     39.1000     354.200
     54.1569     254.833     39.1333     354.033
     54.1669     255.167     39.1667     353.867
     54.1769     255.500     39.2000     353.700
     54.1869     255.800     39.2500     353.700
     54.1969     256.100     39.3000     353.700
     54.2069     256.400     39.3500     353.700
     54.2169     256.700     39.4000     353.700
     54.2269     257.267     39.3000     353.833
     54.2369     257.833     39.2000     353.967
     54.2469     258.400     39.1000     354.100
     54.2569     258.767     39.1667     354.033
     54.2669     259.133     39.2333     353.967
     54.2769     259.500     39.3000     353.900
     54.2869     259.967     39.3000     354.067
     54.2969     260.433     39.3000     354.233
     54.3069     260.900     39.3000     354.400
     54.3169     261.233     39.2667     354.433
     54.3269     261.567     39.2333     354.467
     54.3369     261.900     39.2000     354.500
     54.3469     262.025     39.2500     354.425
     54.3569     262.150     39.3000     354.350
     54.3669     262.275     39.3500     354.275
     54.3769     262.400     39.4000     354.200
     54.3869     262.767     39.4000     354.333
     54.3969     263.133     39.4000     354.467
     54.4069     263.500     39.4000     354.600
     54.4169     263.833     39.4000     354.667
     54.4269     264.167     39.4000     354.733
     54.4369     264.500     39.4000     354.800
     54.4469     264.467     39.4000     354.733
     54.4569     264.433     39.4000     354.667
     54.4669     264.400     39.4000     354.600
     54.4769     264.100     39.4333     354.633
     54.4869     263.800     39.4667     354.667
     54.4969     263.500     39.5000     354.700
     54.5069     263.325     39.5000     354.650
     54.5169     263.150     39.5000     354.600
     54.5269     262.975     39.5000     354.550
     54.5369     262.800     39.5000     354.500
     54.5469     262.633     39.4667     354.533
     54.5569     262.467     39.4333     354.567
     54.5669     262.300     39.4000     354.600
     54.5769     261.933     39.4667     354.600
     54.5869     261.567     39.5333     354.600
     54.5969     261.200     39.6000     354.600
     54.6069     260.767     39.5667     354.433
     54.6169     260.333     39.5333     354.267
     54.6269     259.900     39.5000     354.100
     54.6369     259.800     39.4667     354.267
     54.6469     259.700     39.4333     354.433
     54.6569     259.600     39.4000     354.600
     54.6669     259.333     39.5667     354.633
     54.6769     259.067     39.7333     354.667
     54.6869     258.800     39.9000     354.700
     54.6969     258.775     39.7500     354.575
     54.7069     258.750     39.6000     354.450
     54.7169     258.725     39.4500     354.325
     54.7269     258.700     39.3000     354.200
     54.7369     258.800     39.3333     354.333
     54.7469     258.900     39.3667     354.467
     54.7569     259.000     39.4000     354.600
     54.7669     258.967     39.4000     354.433
     54.7769     258.933     39.4000     354.267
     54.7869     258.900     39.4000     354.100
     54.7969     258.800     39.4333     354.333
     54.8069     258.700     39.4667     354.567
     54.8169     258.600     39.5000     354.800
     54.8269     258.200     39.4750     354.800
     54.8369     257.800     39.4500     354.800
     54.8469     257.400     39.4250     354.800
     54.8569     257.000     39.4000     354.800
     54.8669     256.700     39.4000     354.700
     54.8769     256.400     39.4000     354.600
     54.8869     256.100     39.4000     354.500
     54.8969     255.933     39.4000     354.500
     54.9069     255.767     39.4000     354.500
     54.9169     255.600     39.4000     354.500
     54.9269     255.333     39.4667     354.367
     54.9369     255.067     39.5333     354.233
     54.9469     254.800     39.6000     354.100
     54.9569     254.875     39.6250     354.200
     54.9669     254.950     39.6500     354.300
